HDR,ROLLING SYSTEM DEMAND
VD,20200304223500,33948
VD,20200304224000,33765
VD,20200304224500,33460
VD,20200304225000,33222
VD,20200304225500,32899
VD,20200304230000,32474
VD,20200304230500,32327
VD,20200304231000,32214
VD,20200304231500,32104
VD,20200304232000,31961
VD,20200304232500,31720
VD,20200304233000,31541
VD,20200304233500,31615
VD,20200304234000,31794
VD,20200304234500,31873
VD,20200304235000,31854
VD,20200304235500,31718
VD,20200305000000,31609
VD,20200305000500,31761
VD,20200305001000,31843
VD,20200305001500,31808
VD,20200305002000,31782
VD,20200305002500,31730
VD,20200305003000,31746
VD,20200305003500,31980
VD,20200305004000,32110
VD,20200305004500,32236
VD,20200305005000,32315
VD,20200305005500,32277
VD,20200305010000,32206
VD,20200305010500,32140
VD,20200305011000,32151
VD,20200305011500,32116
VD,20200305012000,32028
VD,20200305012500,31897
VD,20200305013000,31765
VD,20200305013500,31757
VD,20200305014000,31725
VD,20200305014500,31643
VD,20200305015000,31569
VD,20200305015500,31460
VD,20200305020000,31352
VD,20200305020500,31354
VD,20200305021000,31262
VD,20200305021500,31178
VD,20200305022000,31135
VD,20200305022500,31035
VD,20200305023000,30968
VD,20200305023500,30985
VD,20200305024000,30982
VD,20200305024500,30966
VD,20200305025000,30918
VD,20200305025500,30807
VD,20200305030000,30692
VD,20200305030500,30611
VD,20200305031000,30552
VD,20200305031500,30452
VD,20200305032000,30402
VD,20200305032500,30277
VD,20200305033000,30200
VD,20200305033500,30141
VD,20200305034000,30121
VD,20200305034500,29989
VD,20200305035000,29825
VD,20200305035500,29756
VD,20200305040000,29733
VD,20200305040500,29696
VD,20200305041000,29710
VD,20200305041500,29643
VD,20200305042000,29514
VD,20200305042500,29557
VD,20200305043000,29620
VD,20200305043500,29696
VD,20200305044000,29704
VD,20200305044500,29727
VD,20200305045000,29855
VD,20200305045500,29928
VD,20200305050000,29867
VD,20200305050500,29629
VD,20200305051000,30020
VD,20200305051500,30185
VD,20200305052000,30140
VD,20200305052500,29973
VD,20200305053000,29853
VD,20200305053500,29973
VD,20200305054000,30202
VD,20200305054500,30411
VD,20200305055000,30696
VD,20200305055500,30982
VD,20200305060000,31318
VD,20200305060500,31929
VD,20200305061000,32408
VD,20200305061500,32852
VD,20200305062000,33459
VD,20200305062500,33739
VD,20200305063000,34192
VD,20200305063500,34713
VD,20200305064000,35184
VD,20200305064500,35650
VD,20200305065000,36294
VD,20200305065500,36972
VD,20200305070000,37105
VD,20200305070500,37481
VD,20200305071000,38142
VD,20200305071500,38660
VD,20200305072000,39107
VD,20200305072500,39527
VD,20200305073000,39878
VD,20200305073500,40005
VD,20200305074000,40127
VD,20200305074500,40314
VD,20200305075000,40445
VD,20200305075500,40583
VD,20200305080000,40666
VD,20200305080500,41052
VD,20200305081000,41215
VD,20200305081500,41440
VD,20200305082000,41684
VD,20200305082500,41803
VD,20200305083000,41819
VD,20200305083500,41783
VD,20200305084000,41753
VD,20200305084500,41728
VD,20200305085000,41827
VD,20200305085500,41865
VD,20200305090000,41954
VD,20200305090500,42252
VD,20200305091000,42438
VD,20200305091500,42600
VD,20200305092000,42567
VD,20200305092500,42562
VD,20200305093000,42630
VD,20200305093500,42577
VD,20200305094000,42540
VD,20200305094500,42405
VD,20200305095000,42381
VD,20200305095500,42397
VD,20200305100000,42324
VD,20200305100500,42081
VD,20200305101000,41984
VD,20200305101500,41957
VD,20200305102000,41981
VD,20200305102500,42036
VD,20200305103000,42011
VD,20200305103500,42037
VD,20200305104000,42101
VD,20200305104500,42166
VD,20200305105000,42134
VD,20200305105500,42093
VD,20200305110000,41993
VD,20200305110500,42315
VD,20200305111000,42179
VD,20200305111500,42127
VD,20200305112000,42186
VD,20200305112500,42170
VD,20200305113000,42114
VD,20200305113500,41911
VD,20200305114000,41815
VD,20200305114500,41882
VD,20200305115000,41983
VD,20200305115500,41978
VD,20200305120000,41949
VD,20200305120500,41758
VD,20200305121000,41822
VD,20200305121500,41880
VD,20200305122000,41883
VD,20200305122500,41882
VD,20200305123000,41915
VD,20200305123500,41969
VD,20200305124000,41909
VD,20200305124500,41810
VD,20200305125000,41782
VD,20200305125500,41811
VD,20200305130000,41791
VD,20200305130500,41866
VD,20200305131000,41845
VD,20200305131500,41755
VD,20200305132000,41651
VD,20200305132500,41581
VD,20200305133000,41543
VD,20200305133500,41518
VD,20200305134000,41476
VD,20200305134500,41423
VD,20200305135000,41442
VD,20200305135500,41467
VD,20200305140000,41502
VD,20200305140500,41335
VD,20200305141000,41335
VD,20200305141500,41402
VD,20200305142000,41526
VD,20200305142500,41567
VD,20200305143000,41615
VD,20200305143500,41529
VD,20200305144000,41463
VD,20200305144500,41264
VD,20200305145000,41143
VD,20200305145500,41125
VD,20200305150000,41170
VD,20200305150500,41246
VD,20200305151000,41148
VD,20200305151500,41215
VD,20200305152000,41239
VD,20200305152500,41380
VD,20200305153000,41490
VD,20200305153500,41669
VD,20200305154000,41884
VD,20200305154500,42053
VD,20200305155000,42348
VD,20200305155500,42497
VD,20200305160000,42633
VD,20200305160500,42696
VD,20200305161000,42665
VD,20200305161500,42683
VD,20200305162000,42733
VD,20200305162500,42922
VD,20200305163000,43094
VD,20200305163500,43253
VD,20200305164000,43434
VD,20200305164500,43619
VD,20200305165000,43828
VD,20200305165500,43913
VD,20200305170000,44193
VD,20200305170500,44436
VD,20200305171000,44662
VD,20200305171500,44707
VD,20200305172000,44812
VD,20200305172500,44969
VD,20200305173000,44994
VD,20200305173500,45052
VD,20200305174000,45202
VD,20200305174500,45357
VD,20200305175000,45431
VD,20200305175500,45518
VD,20200305180000,45763
VD,20200305180500,46013
VD,20200305181000,46046
VD,20200305181500,46123
VD,20200305182000,46162
VD,20200305182500,46239
VD,20200305183000,46328
VD,20200305183500,46370
VD,20200305184000,46425
VD,20200305184500,46340
VD,20200305185000,46264
VD,20200305185500,46161
VD,20200305190000,45982
VD,20200305190500,45659
VD,20200305191000,45364
VD,20200305191500,45252
VD,20200305192000,45092
VD,20200305211000,39237
VD,20200305211500,38970
VD,20200305212000,38719
VD,20200305212500,38464
VD,20200305213000,38062
VD,20200305213500,37813
VD,20200305214000,37232
VD,20200305214500,36806
VD,20200305215000,36487
VD,20200305215500,36138
VD,20200305220000,35824
VD,20200305220500,35516
VD,20200305221000,35198
VD,20200305221500,34740
VD,20200305222000,34437
VD,20200305222500,34272
VD,20200305223000,34017
VD,20200305223500,33836
VD,20200305224000,33654
VD,20200305224500,33214
VD,20200305225000,32940
VD,20200305225500,32579
VD,20200305230000,32126
VD,20200305230500,31808
VD,20200305231000,31127
VD,20200305231500,30739
VD,20200305232000,30522
VD,20200305232500,30369
VD,20200305233000,30107
VD,20200305233500,30018
VD,20200305234000,29980
VD,20200305234500,29920
VD,20200305235000,29797
VD,20200305235500,29621
VD,20200306000000,29478
VD,20200306000500,29545
VD,20200306001000,29593
VD,20200306001500,29579
VD,20200306002000,29561
VD,20200306002500,29543
VD,20200306003000,29535
VD,20200306003500,29790
VD,20200306004000,29827
VD,20200306004500,29843
VD,20200306005000,29842
VD,20200306005500,29724
VD,20200306010000,29701
VD,20200306010500,29771
VD,20200306011000,29745
VD,20200306011500,29705
VD,20200306012000,29777
VD,20200306012500,29751
VD,20200306013000,29678
VD,20200306013500,29672
VD,20200306014000,29655
VD,20200306014500,29586
VD,20200306015000,29614
VD,20200306015500,29573
VD,20200306020000,29510
VD,20200306020500,29440
VD,20200306021000,29388
VD,20200306021500,29237
VD,20200306022000,29069
VD,20200306022500,28875
VD,20200306023000,28849
VD,20200306023500,28885
VD,20200306024000,28855
VD,20200306024500,28854
VD,20200306025000,28844
VD,20200306025500,28856
VD,20200306030000,28794
VD,20200306030500,28874
VD,20200306031000,28880
VD,20200306031500,28806
VD,20200306032000,28755
VD,20200306032500,28742
VD,20200306033000,28784
VD,20200306033500,28748
VD,20200306034000,28640
VD,20200306034500,28553
VD,20200306035000,28498
VD,20200306035500,28417
VD,20200306040000,28413
VD,20200306040500,28409
VD,20200306041000,28356
VD,20200306041500,28254
VD,20200306042000,28279
VD,20200306042500,28253
VD,20200306043000,28225
VD,20200306043500,28231
VD,20200306044000,28282
VD,20200306044500,28306
VD,20200306045000,28359
VD,20200306045500,28342
VD,20200306050000,28426
VD,20200306050500,28355
VD,20200306051000,28333
VD,20200306051500,28216
VD,20200306052000,28329
VD,20200306052500,28446
VD,20200306053000,28524
VD,20200306053500,28750
VD,20200306054000,29004
VD,20200306054500,29265
VD,20200306055000,29591
VD,20200306055500,29886
VD,20200306060000,30274
VD,20200306060500,31054
VD,20200306061000,31941
VD,20200306061500,32495
VD,20200306062000,33019
VD,20200306062500,33539
VD,20200306063000,33908
VD,20200306063500,34573
VD,20200306064000,34919
VD,20200306064500,35281
VD,20200306065000,35656
VD,20200306065500,36162
VD,20200306070000,36591
VD,20200306070500,36939
VD,20200306071000,37659
VD,20200306071500,38413
VD,20200306072000,38597
VD,20200306072500,38705
VD,20200306073000,38834
VD,20200306073500,38952
VD,20200306074000,39061
VD,20200306074500,39239
VD,20200306075000,39454
VD,20200306075500,39464
VD,20200306080000,39463
VD,20200306080500,39497
VD,20200306081000,39520
VD,20200306081500,39451
VD,20200306082000,39268
VD,20200306082500,39205
VD,20200306083000,39177
VD,20200306083500,39009
VD,20200306084000,38959
VD,20200306084500,39007
VD,20200306085000,38933
VD,20200306085500,38879
VD,20200306090000,38854
VD,20200306090500,39026
VD,20200306091000,39008
VD,20200306091500,39011
VD,20200306092000,38866
VD,20200306092500,38761
VD,20200306093000,38586
VD,20200306093500,38557
VD,20200306094000,38528
VD,20200306094500,38336
VD,20200306095000,38267
VD,20200306095500,38141
VD,20200306100000,38101
VD,20200306100500,37695
VD,20200306101000,37629
VD,20200306101500,37484
VD,20200306102000,37300
VD,20200306102500,37249
VD,20200306103000,37169
VD,20200306103500,37125
VD,20200306104000,36998
VD,20200306104500,36839
VD,20200306105000,36767
VD,20200306105500,36671
VD,20200306110000,36595
VD,20200306110500,36406
VD,20200306111000,36367
VD,20200306111500,36441
VD,20200306112000,36428
VD,20200306112500,36189
VD,20200306113000,36062
VD,20200306113500,36090
VD,20200306114000,36016
VD,20200306114500,35889
VD,20200306115000,35935
VD,20200306115500,35977
VD,20200306120000,35931
VD,20200306120500,35964
VD,20200306121000,35767
VD,20200306121500,35761
VD,20200306122000,35726
VD,20200306122500,35697
VD,20200306123000,35611
VD,20200306123500,35458
VD,20200306124000,35294
VD,20200306124500,35239
VD,20200306125000,35225
VD,20200306125500,35211
VD,20200306130000,35146
VD,20200306130500,34879
VD,20200306131000,34940
VD,20200306131500,34875
VD,20200306132000,34884
VD,20200306132500,34877
VD,20200306133000,34761
VD,20200306133500,34686
VD,20200306134000,34700
VD,20200306134500,34654
VD,20200306135000,34641
VD,20200306135500,34735
VD,20200306140000,34657
VD,20200306140500,34848
VD,20200306141000,34898
VD,20200306141500,34954
VD,20200306142000,34953
VD,20200306142500,34957
VD,20200306143000,35038
VD,20200306143500,35023
VD,20200306144000,34986
VD,20200306144500,34923
VD,20200306145000,34898
VD,20200306145500,34911
VD,20200306150000,34937
VD,20200306150500,35010
VD,20200306151000,35148
VD,20200306151500,35140
VD,20200306152000,35169
VD,20200306152500,35199
VD,20200306153000,35302
VD,20200306153500,35506
VD,20200306154000,35807
VD,20200306154500,36100
VD,20200306155000,36347
VD,20200306155500,36581
VD,20200306160000,36788
VD,20200306160500,36861
VD,20200306161000,36981
VD,20200306161500,37149
VD,20200306162000,37398
VD,20200306162500,37830
VD,20200306163000,38067
VD,20200306163500,38248
VD,20200306164000,38470
VD,20200306164500,38878
VD,20200306165000,39011
VD,20200306165500,39164
VD,20200306170000,39216
VD,20200306170500,39698
VD,20200306171000,39961
VD,20200306171500,40299
VD,20200306172000,40418
VD,20200306172500,40669
VD,20200306173000,40852
VD,20200306173500,41164
VD,20200306174000,41285
VD,20200306174500,41444
VD,20200306175000,41748
VD,20200306175500,41829
VD,20200306180000,42027
VD,20200306180500,42598
VD,20200306181000,42766
VD,20200306181500,43056
VD,20200306182000,43328
VD,20200306182500,43524
VD,20200306183000,43581
VD,20200306183500,43499
VD,20200306184000,43332
VD,20200306184500,43192
VD,20200306185000,43119
VD,20200306185500,43022
VD,20200306190000,42877
VD,20200306190500,42712
VD,20200306191000,42541
VD,20200306191500,42386
VD,20200306192000,42369
VD,20200306192500,42083
VD,20200306193000,41825
VD,20200306193500,41778
VD,20200306194000,41709
VD,20200306194500,41606
VD,20200306195000,41502
VD,20200306195500,41360
VD,20200306200000,41109
VD,20200306200500,40745
VD,20200306201000,40242
VD,20200306201500,39747
VD,20200306202000,39599
VD,20200306202500,39356
VD,20200306203000,39295
VD,20200306203500,39274
VD,20200306204000,38982
VD,20200306204500,38658
VD,20200306205000,38287
VD,20200306205500,37987
VD,20200306210000,37722
VD,20200306210500,37399
VD,20200306211000,37045
VD,20200306211500,36619
VD,20200306212000,36417
VD,20200306212500,36251
VD,20200306213000,35807
VD,20200306213500,35408
VD,20200306214000,35108
VD,20200306214500,34689
VD,20200306215000,34487
VD,20200306215500,34129
VD,20200306220000,33790
VD,20200306220500,33503
VD,20200306221000,33248
VD,20200306221500,32921
VD,20200306222000,32605
VD,20200306222500,32411
VD,20200306223000,32174
VD,20200306223500,32057
VD,20200306224000,31753
VD,20200306224500,31449
VD,20200306225000,31124
VD,20200306225500,30752
VD,20200306230000,30389
VD,20200306230500,30274
VD,20200306231000,30073
VD,20200306231500,29574
VD,20200306232000,29336
VD,20200306232500,28965
VD,20200306233000,28775
VD,20200306233500,28732
VD,20200306234000,28528
VD,20200306234500,28132
VD,20200306235000,28009
VD,20200306235500,27856
VD,20200307000000,27453
VD,20200307000500,27728
VD,20200307001000,27983
VD,20200307001500,28007
VD,20200307002000,28031
VD,20200307002500,27974
VD,20200307003000,27892
VD,20200307003500,27997
VD,20200307004000,28054
VD,20200307004500,28061
VD,20200307005000,28118
VD,20200307005500,28106
VD,20200307010000,27995
VD,20200307010500,27922
VD,20200307011000,28137
VD,20200307011500,27817
VD,20200307012000,27577
VD,20200307012500,27250
VD,20200307013000,27176
VD,20200307013500,27135
VD,20200307014000,27114
VD,20200307014500,27082
VD,20200307015000,26914
VD,20200307015500,26776
VD,20200307020000,26647
VD,20200307020500,26471
VD,20200307021000,26394
VD,20200307021500,26311
VD,20200307022000,26240
VD,20200307022500,26139
VD,20200307023000,25960
VD,20200307023500,25905
VD,20200307024000,25920
VD,20200307024500,25797
VD,20200307025000,25791
VD,20200307025500,25734
VD,20200307030000,25647
VD,20200307030500,25712
VD,20200307031000,25528
VD,20200307031500,25297
VD,20200307032000,25217
VD,20200307032500,25125
VD,20200307033000,25075
VD,20200307033500,24999
VD,20200307034000,24811
VD,20200307034500,24711
VD,20200307035000,24746
VD,20200307035500,24672
VD,20200307040000,24535
VD,20200307040500,24533
VD,20200307041000,24386
VD,20200307041500,24264
VD,20200307042000,24255
VD,20200307042500,24370
VD,20200307043000,24319
VD,20200307043500,24309
VD,20200307044000,24281
VD,20200307044500,24211
VD,20200307045000,24270
VD,20200307045500,24281
VD,20200307050000,24307
VD,20200307050500,24291
VD,20200307051000,24352
VD,20200307051500,24457
VD,20200307052000,24683
VD,20200307052500,24751
VD,20200307053000,24888
VD,20200307053500,24986
VD,20200307054000,25212
VD,20200307054500,25404
VD,20200307055000,25207
VD,20200307055500,25321
VD,20200307060000,25346
VD,20200307060500,25594
VD,20200307061000,25814
VD,20200307061500,25998
VD,20200307062000,26153
VD,20200307062500,26299
VD,20200307063000,26474
VD,20200307063500,26548
VD,20200307064000,26617
VD,20200307064500,26733
VD,20200307065000,26907
VD,20200307065500,27084
VD,20200307070000,27258
VD,20200307070500,27517
VD,20200307071000,27968
VD,20200307071500,28280
VD,20200307072000,28347
VD,20200307072500,28557
VD,20200307073000,28789
VD,20200307073500,28897
VD,20200307074000,29123
VD,20200307074500,29309
VD,20200307075000,29478
VD,20200307075500,29701
VD,20200307080000,29906
VD,20200307080500,30359
VD,20200307081000,30635
VD,20200307081500,30827
VD,20200307082000,30933
VD,20200307082500,31113
VD,20200307083000,31466
VD,20200307083500,31686
VD,20200307084000,31947
VD,20200307084500,32030
VD,20200307085000,32181
VD,20200307085500,32434
VD,20200307090000,32534
VD,20200307090500,32727
VD,20200307091000,32648
VD,20200307091500,32725
VD,20200307092000,32876
VD,20200307092500,32681
VD,20200307093000,32722
VD,20200307093500,32797
VD,20200307094000,32780
VD,20200307094500,32729
VD,20200307095000,32772
VD,20200307095500,32842
VD,20200307100000,32890
VD,20200307100500,32747
VD,20200307101000,32691
VD,20200307101500,32757
VD,20200307102000,32803
VD,20200307102500,32774
VD,20200307103000,32556
VD,20200307103500,32537
VD,20200307104000,32573
VD,20200307104500,32518
VD,20200307105000,32427
VD,20200307105500,32379
VD,20200307110000,32102
VD,20200307110500,31605
VD,20200307111000,31804
VD,20200307111500,31725
VD,20200307112000,31529
VD,20200307112500,31478
VD,20200307113000,31436
VD,20200307113500,31392
VD,20200307114000,31298
VD,20200307114500,31318
VD,20200307115000,31293
VD,20200307115500,31211
VD,20200307120000,31406
VD,20200307120500,31163
VD,20200307121000,31181
VD,20200307121500,31115
VD,20200307122000,31038
VD,20200307122500,31017
VD,20200307123000,31039
VD,20200307123500,31028
VD,20200307124000,30993
VD,20200307124500,30972
VD,20200307125000,30940
VD,20200307125500,30960
VD,20200307130000,30997
VD,20200307130500,30632
VD,20200307131000,30791
VD,20200307131500,30694
VD,20200307132000,30658
VD,20200307132500,30648
VD,20200307133000,30761
VD,20200307133500,30901
VD,20200307134000,30780
VD,20200307134500,30603
VD,20200307135000,30587
VD,20200307135500,30571
VD,20200307140000,30597
VD,20200307140500,30646
VD,20200307141000,30739
VD,20200307141500,30783
VD,20200307142000,30817
VD,20200307142500,30808
VD,20200307143000,30656
VD,20200307143500,30668
VD,20200307144000,30702
VD,20200307144500,30731
VD,20200307145000,30717
VD,20200307145500,30746
VD,20200307150000,30723
VD,20200307150500,30838
VD,20200307151000,30919
VD,20200307151500,30926
VD,20200307152000,30941
VD,20200307152500,30919
VD,20200307153000,30890
VD,20200307153500,30996
VD,20200307154000,31040
VD,20200307154500,30964
VD,20200307155000,30945
VD,20200307155500,31154
VD,20200307160000,31125
VD,20200307160500,31317
VD,20200307161000,31399
VD,20200307161500,31555
VD,20200307162000,31730
VD,20200307162500,31885
VD,20200307163000,32036
VD,20200307163500,32166
VD,20200307164000,32352
VD,20200307164500,32616
VD,20200307165000,32787
VD,20200307165500,32862
VD,20200307170000,32808
VD,20200307170500,33328
VD,20200307171000,33687
VD,20200307171500,33890
VD,20200307172000,33836
VD,20200307172500,33971
VD,20200307173000,34239
VD,20200307173500,34502
VD,20200307174000,34657
VD,20200307174500,34955
VD,20200307175000,35169
VD,20200307175500,35292
VD,20200307180000,35476
VD,20200307180500,35896
VD,20200307181000,36102
VD,20200307181500,36234
VD,20200307182000,36224
VD,20200307182500,36246
VD,20200307183000,36321
VD,20200307183500,36258
VD,20200307184000,36102
VD,20200307184500,35923
VD,20200307185000,35759
VD,20200307185500,35918
VD,20200307190000,35832
VD,20200307190500,35846
VD,20200307191000,35640
VD,20200307191500,35404
VD,20200307192000,35170
VD,20200307192500,34968
VD,20200307193000,34689
VD,20200307193500,34508
VD,20200307194000,34214
VD,20200307194500,33865
VD,20200307195000,33606
VD,20200307195500,33396
VD,20200307200000,33323
VD,20200307200500,33135
VD,20200307201000,33083
VD,20200307201500,32857
VD,20200307202000,32470
VD,20200307202500,32032
VD,20200307203000,31890
VD,20200307203500,31643
VD,20200307204000,31331
VD,20200307204500,31110
VD,20200307205000,30965
VD,20200307205500,30820
VD,20200307210000,30641
VD,20200307210500,30189
VD,20200307211000,30134
VD,20200307211500,29983
VD,20200307212000,29724
VD,20200307212500,29485
VD,20200307213000,29242
VD,20200307213500,29058
VD,20200307214000,28841
VD,20200307214500,28575
VD,20200307215000,28261
VD,20200307215500,27983
VD,20200307220000,27773
VD,20200307220500,27460
VD,20200307221000,27356
VD,20200307221500,27042
VD,20200307222000,26770
VD,20200307222500,26576
VD,20200307223000,26432
VD,20200307223500,26400
VD,20200307224000,26250
VD,20200307224500,26006
VD,20200307225000,25674
VD,20200307225500,25382
VD,20200307230000,25218
VD,20200307230500,25013
VD,20200307231000,24837
VD,20200307231500,24595
VD,20200307232000,24350
VD,20200307232500,24163
VD,20200307233000,23971
VD,20200307233500,23838
VD,20200307234000,23706
VD,20200307234500,23615
VD,20200307235000,23509
VD,20200307235500,23323
VD,20200308000000,23316
VD,20200308000500,23654
VD,20200308001000,23838
VD,20200308001500,23986
VD,20200308002000,24105
VD,20200308002500,24130
VD,20200308003000,24106
VD,20200308003500,24283
VD,20200308004000,24351
VD,20200308004500,24358
VD,20200308005000,24325
VD,20200308005500,24280
VD,20200308010000,24368
VD,20200308010500,24665
VD,20200308011000,24697
VD,20200308011500,24792
VD,20200308012000,24868
VD,20200308012500,24845
VD,20200308013000,24790
VD,20200308013500,24759
VD,20200308014000,24669
VD,20200308014500,24583
VD,20200308015000,24505
VD,20200308015500,24435
VD,20200308020000,24328
VD,20200308020500,24335
VD,20200308021000,24382
VD,20200308021500,24348
VD,20200308022000,24314
VD,20200308022500,24259
VD,20200308023000,24215
VD,20200308023500,24284
VD,20200308024000,24239
VD,20200308024500,24156
VD,20200308025000,24135
VD,20200308025500,24106
VD,20200308030000,23978
VD,20200308030500,23695
VD,20200308031000,23576
VD,20200308031500,23525
VD,20200308032000,23465
VD,20200308032500,23419
VD,20200308033000,23326
VD,20200308033500,23195
VD,20200308034000,23080
VD,20200308034500,23046
VD,20200308035000,23020
VD,20200308035500,23073
VD,20200308040000,23122
VD,20200308040500,23201
VD,20200308041000,23251
VD,20200308041500,23242
VD,20200308042000,23249
VD,20200308042500,23279
VD,20200308043000,23259
VD,20200308043500,23284
VD,20200308044000,23275
VD,20200308044500,23216
VD,20200308045000,23238
VD,20200308045500,23292
VD,20200308050000,23266
VD,20200308050500,23046
VD,20200308051000,22984
VD,20200308051500,23053
VD,20200308052000,23011
VD,20200308052500,23030
VD,20200308053000,23037
VD,20200308053500,23112
VD,20200308054000,23060
VD,20200308054500,22982
VD,20200308055000,23041
VD,20200308055500,23043
VD,20200308060000,23129
VD,20200308060500,23580
VD,20200308061000,23751
VD,20200308061500,23733
VD,20200308062000,23728
VD,20200308062500,23792
VD,20200308063000,23810
VD,20200308063500,23791
VD,20200308064000,23793
VD,20200308064500,23798
VD,20200308065000,23893
VD,20200308065500,23985
VD,20200308070000,24130
VD,20200308070500,24498
VD,20200308071000,24498
VD,20200308071500,24495
VD,20200308072000,24453
VD,20200308072500,24306
VD,20200308073000,24273
VD,20200308073500,24327
VD,20200308074000,24544
VD,20200308074500,24557
VD,20200308075000,24557
VD,20200308075500,24545
VD,20200308080000,24549
VD,20200308080500,24523
VD,20200308081000,24637
VD,20200308081500,24623
VD,20200308082000,24700
VD,20200308082500,24838
VD,20200308083000,25009
VD,20200308083500,25107
VD,20200308084000,25220
VD,20200308084500,25455
VD,20200308085000,25584
VD,20200308085500,25681
VD,20200308090000,25672
VD,20200308090500,25891
VD,20200308091000,26146
VD,20200308091500,26049
VD,20200308092000,26075
VD,20200308092500,26138
VD,20200308093000,26238
VD,20200308093500,26234
VD,20200308094000,26288
VD,20200308094500,26326
VD,20200308095000,26326
VD,20200308095500,26350
VD,20200308100000,26398
VD,20200308100500,26531
VD,20200308101000,26765
VD,20200308101500,26931
VD,20200308102000,26992
VD,20200308102500,27072
VD,20200308103000,27158
VD,20200308103500,27263
VD,20200308104000,27301
VD,20200308104500,27311
VD,20200308105000,27228
VD,20200308105500,27225
VD,20200308110000,27173
VD,20200308110500,27353
VD,20200308111000,27367
VD,20200308111500,27360
VD,20200308112000,27488
VD,20200308112500,27640
VD,20200308113000,27752
VD,20200308113500,27805
VD,20200308114000,27782
VD,20200308114500,27722
VD,20200308115000,27669
VD,20200308115500,27644
VD,20200308120000,27750
VD,20200308120500,27803
VD,20200308121000,27841
VD,20200308121500,27942
VD,20200308122000,27984
VD,20200308122500,28028
VD,20200308123000,28073
VD,20200308123500,28064
VD,20200308124000,28055
VD,20200308124500,27932
VD,20200308125000,27931
VD,20200308125500,27899
VD,20200308130000,27843
VD,20200308130500,27820
VD,20200308131000,27885
VD,20200308131500,27864
VD,20200308132000,27947
VD,20200308132500,27919
VD,20200308133000,27906
VD,20200308133500,27912
VD,20200308134000,27897
VD,20200308134500,27756
VD,20200308135000,27645
VD,20200308135500,27618
VD,20200308140000,27551
VD,20200308140500,27746
VD,20200308141000,27808
VD,20200308141500,27823
VD,20200308142000,27767
VD,20200308142500,27607
VD,20200308143000,27545
VD,20200308143500,27609
VD,20200308144000,27475
VD,20200308144500,27568
VD,20200308145000,27758
VD,20200308145500,27885
VD,20200308150000,28077
VD,20200308150500,28455
VD,20200308151000,28461
VD,20200308151500,28471
VD,20200308152000,28656
VD,20200308152500,28857
VD,20200308153000,28903
VD,20200308153500,29031
VD,20200308154000,29260
VD,20200308154500,29373
VD,20200308155000,29442
VD,20200308155500,29921
VD,20200308160000,30393
VD,20200308160500,30718
VD,20200308161000,30858
VD,20200308161500,30987
VD,20200308162000,31218
VD,20200308162500,31614
VD,20200308163000,31835
VD,20200308163500,32130
VD,20200308164000,32616
VD,20200308164500,32872
VD,20200308165000,32951
VD,20200308165500,33053
VD,20200308170000,33273
VD,20200308170500,33898
VD,20200308171000,34034
VD,20200308171500,34151
VD,20200308172000,34818
VD,20200308172500,35249
VD,20200308173000,35629
VD,20200308173500,35752
VD,20200308174000,35880
VD,20200308174500,35957
VD,20200308175000,36170
VD,20200308175500,36238
VD,20200308180000,36323
VD,20200308180500,36457
VD,20200308181000,36579
VD,20200308181500,36857
VD,20200308182000,37140
VD,20200308182500,37315
VD,20200308183000,37367
VD,20200308183500,37852
VD,20200308184000,37947
VD,20200308184500,37790
VD,20200308185000,37703
VD,20200308185500,37575
VD,20200308190000,37377
VD,20200308190500,37472
VD,20200308191000,37490
VD,20200308191500,37361
VD,20200308192000,37273
VD,20200308192500,37020
VD,20200308193000,36771
VD,20200308193500,36357
VD,20200308194000,36100
VD,20200308194500,35760
VD,20200308195000,35537
VD,20200308195500,35382
VD,20200308200000,35188
VD,20200308200500,35279
VD,20200308201000,35264
VD,20200308201500,35084
VD,20200308202000,34879
VD,20200308202500,34661
VD,20200308203000,34425
VD,20200308203500,34307
VD,20200308204000,34137
VD,20200308204500,33895
VD,20200308205000,33563
VD,20200308205500,33391
VD,20200308210000,33377
VD,20200308210500,33126
VD,20200308211000,32735
VD,20200308211500,32364
VD,20200308212000,32144
VD,20200308212500,32068
VD,20200308213000,31762
VD,20200308213500,31428
VD,20200308214000,31104
VD,20200308214500,30772
VD,20200308215000,30336
VD,20200308215500,30177
VD,20200308220000,30016
VD,20200308220500,29754
VD,20200308221000,29512
VD,20200308221500,29136
VD,20200308222000,28785
VD,20200308222500,28511
VD,20200308223000,28286
VD,20200308223500,28145
VD,20200308224000,27925
VD,20200308224500,27645
VD,20200308225000,27307
VD,20200308225500,26936
VD,20200308230000,26664
VD,20200308230500,26404
VD,20200308231000,26199
VD,20200308231500,25826
VD,20200308232000,25575
VD,20200308232500,25324
VD,20200308233000,24994
VD,20200308233500,24836
VD,20200308234000,24726
VD,20200308234500,24662
VD,20200308235000,24546
VD,20200308235500,24297
VD,20200309000000,24226
VD,20200309000500,24467
VD,20200309001000,24562
VD,20200309001500,24579
VD,20200309002000,24466
VD,20200309002500,24457
VD,20200309003000,24422
VD,20200309003500,24711
VD,20200309004000,24911
VD,20200309004500,25058
VD,20200309005000,25140
VD,20200309005500,25124
VD,20200309010000,25006
VD,20200309010500,24964
VD,20200309011000,24954
VD,20200309011500,24884
